0,1,2,3
"mention xingando nordestino e sendo abusivo com o namorado. Dps meteu uma live falando mais merda ainda, não sou xenofóbico gente, tirei foto com fã que era de lá",False,False,False
Toque para ver 👇🏼👇🏼👇🏼 EU TENHO PARENTES NO NORDESTE..ESTE SUJEITO PRECISA DEVUM PSIQUIATRA URGENTE!! CONHEÇO BEM O NORDESTINO.O BOLSONARISTA ESTÁ DOENTE E DESESPERADO...DESCONTROLADO FALA MERDA!TINHA QUE SER ESPÍRITO SANTO OARA ELEGER UM LIXO DESTE,False,True,True
"Vc é mais uma nordestina que não se gosta,blogueira de merda defenda o nordestino, não esses bandidos que nunca fizeram nada pelo Brasil, e nordestino,",False,True,True
que merda ver todo mundo falando mal do sul e eu nao posso nem discordarKKKKKKKK QUE ÓDIO POR QUE VCS SÃO TÃO BURROS SULISTAS,True,True,True
"mention gastei dinheiro pra ver o carioca e tive que usar sinal pirata pois essa merda só trava, tanto no app quanto no site. Se ferrar, joguei dinheiro no lixo.",False,False,False
"mention Arrebenta Eduardo Bolsonaro, mostra o que essa mídia lixo de nosso país esconde As multidões com o Presidente O combate a pandemia Auxílio emergencial ao POVO necessitados As obras feitas nesse governo A água ao povo nordestino Crescimento da economia e empregos",False,False,True
hj a puta do eric vai vir aqui em piracaia quero nem ver a merda,False,True,False
"mention Esse grupo existe há bastante tempo, inclusive, um ex-comandante geral mineiro falou mta merda em um desses encontros.",True,False,False
deixa os nordestinos votar bando de desgraçados,True,True,False
"Um lixo de estrutura, atrasos constantes, vive quebrando e quer aumentar a passagem de trem p 7,40…. Vsf irmão, carioca virou palhaço agr",True,True,False
"Nunca vou perdoar a dissidência (Flamengo) por aquela palhaçada de 2020 que acabou tirando o campeonato carioca da globo. O estadual já é uma merda, e ainda ter que assistir na band com rob porto é covardia! Imagem e narração são um lixo!",False,True,True
pq pessoas boas aparecem na nossa vida quando não estamos preparadas pra algo sério? Puta merda,False,False,False
"mention Ele não vai assinar, esse apoiador de golpista. O povo cearense deve morrer de vergonha desse senador que tanto fez contra vacinas, na pandemia, e agora faz contra a democracia. Sempre do lado errado. Um lixo como senador.",True,True,False
"essa merda de campeonato carioca só serve p isso. jogador de time pequeno querendo aparecer dando entrada em jogador de time grande. leo pereira, quebre a perna desse fdp imediatamente",True,True,True
"Eu sempre disse q chainsaw man é uma completa bosta, e vendo esses viadinhos putinhos por causa da porra de UMA FRASE só faz eu ter mais certeza q é um lixo",False,False,True
vai toma no cu sulistas de merda,True,True,True
"Na real, o Brasil, o brasileiro, e principalmente o nordestino, não merecem um presidente como o BOLSONARO, que fez muito bem em sair desse país de MERDA E pro bem dele, que não volte",False,True,True
"mention Meu amigo, n mudo de opniao carioca é um lixo, masssss 😭😭😭🤏🏽",True,True,True
"mention e acho bem feito, espero que os Nordestinos tomem vergonha na cara e parem de dar dinheiro a esse lixo",True,True,True
mention Os descendentes de nordestinos que construíram SP devem eleger HADDAD e jogar no lixo da história o adversários paraquedas!,True,True,False
apaga essa foto da minha amiga agora lixo quem te deu a permissão pra usar a foto da nossa cearense,True,True,True
mention Coragem!! Nunca fui em jogo de campeonato carioca contra time pequeno kkkkm na verdade só contra bangu na estreia do ganso. Não perco meu tempo pra ver uma merda dessa,True,True,True
"mention Vc não tem moral pra falar nada. Um vendido, histérico, fez escândalo, ameaçou o nove dedos,gravou até denuncias ai ele te deu um carguinho e agora fica nessa. Traidor e dois papos. Mineiro made in china. Vc é lixo cara..",True,True,True
"mention Após isso Gus mostra audios e conversas do seu particular do Kami para mostrar que nas cameras ele é só um personagem e que ele é só mais um xenofóbico de merda que acha que nordestino é mizerável, que vivemos no lixo, mas quando vem passar as férias aqui mudam de ideia.",False,True,True
"Pré temporada de merda papo reto, bem melhor ficar no Brasil e jogar o carioca, não vi tantas vantagens nesse jogos",True,False,True
"mention Fui ver teu perfil e tá explicado pow tu tá defendendo ele, a partir do momento que ele tá com o bolsonaro qualquer coisa que ele fala e mal interpretada, ou tirada de contexto vc não tem orgulho nenhum como nordestino, vai morar no sul pra ser tratado igual lixo",True,True,True
"Só tem nordestino e gay nesse BBB, puta merda.",True,True,True
"Finalmente acabou essa copa lixo, que venha o campeonato carioca e o meu Mengão 🫶🏻❤️🖤",False,True,True
"mention Mds que lixo de ser humano, achando que vai fazer alguma diferença na vida dos nordestinos",True,True,True
"mention Lixo, para isso ele foi eleito em SP. Inescrupuloso em grau mor, esse é o carioca que veio se eleger por aqui.",False,True,True
"ain mas pq o PT ficou 14 anos e o nordeste continua na miséria, nordestino burro 🤪🤪 arrombado sulista do krlh, nunca deve ter pisado um pé no nordeste sem ser pra ser turista e quer falar MERDA que ódio cara que ódio",True,True,True
"Bora sulistas eu estou no rio a trabalho. Posso mandar dinheiro , vamos se separa dessa merda de vez",True,True,True
Olha que bonito sulista fazendo merda como sempre,True,True,True
"vtnc seu branco sulista de merda, vai escrever em alemão na casa do caralho e aprende a não faltar na aula",True,True,True
DE NADA SEUS SULISTAS FILHOS DA PUTA TODO DIA A PORRA DO NORDESTE SALVANDO A MERDA DO BRASIL,True,True,True
quero volta pra belem que vida merda q eu to tendo em santa catarina hein ter que viver com sulistas é uma tortura,True,True,True
"mention Vc quer agressão a mulher dentro da casa seu retardado? Em 2017 n teve interferência e rolou agressão. Isso foi mais do q necessário pra evitar o pior, seu lixo burro",False,True,True
"mention NÃO VAMOS CAIR NA Cilada DO LULADRÃO E DA GLOBO LIXO, OS NORDESTINOS ESTÃO COM BOLSONARO 🙏🇧🇷",True,False,True
"mention Só de olho em clubes e torcidas que tratam rubro-negros nordestinos como LIXO, todo ano, todo jogo, em toda publicação, pagando de moralista e querendo ensinar a tratá-los bem agr. A maior torcida do Nordeste é do Flamengo, tá? Nós mesmos cobramos e resolvemos nossos problemas 👍🏻",True,True,True
"mention O QUE ? véi, tu entende que tem gente desejando que o povo nordestino morra de sede ? tu entende o peso dessa porra ? ISSO É REAL",False,False,False
"Agora eu percebo o que me falaram sobre parte dos cariocas: são preconceituosos pra caralho com nordestino, acham que tudo é uma coisa só, são mais rasos que um pires no conhecimento sobre a cultura dos 9 estados e gostam de abrir a boca pra falar merda",False,True,True
"mention sulista, gremista e branco. não da pra esperar nada além de vc ser um merda e é claro que é",True,True,True
"mention Se tu quiser nome de novela eu não vou saber te dizer, mas sempre é parecido, o rico branco é o vilão, e o nordestino pobre é o herói. Sempre tem o casal em crise representando q o casamento é uma merda. E isso tem em quse todas as novelas da Globo",False,False,True
"Porra, vocês tão malucos! Que merda de saudação nazista é essa? Essa parcela de sulistas não representam o bolsonarismo. Não mesmo. Cadeia nesses bandidos.",False,False,True
cade o sulista de merda e o carioca de merda que fakam mal dele cade apareçam seu l1x00sss,True,True,True
Eu como carioca nem tenho argumento mais É um lixo msm 👌mas só a gente Pode falar mal,True,True,True
mention ngm joga nessa merda,False,False,True
"mention Você faz essa afirmação se baseando EM QUE? O que mais tem em vídeo dele é piada zoando sulista e afins, aceita que você falou merda em fazer uma afirmação dessa sem ter o MENOR fundamento sobre a outra pessoa e pronto.",True,True,True
"mention Onde ele mentiu? Vc só tá pagando de louco fingido que isso não é eugenia, essa merda sempre vem de sulista.",True,True,True
"mention Se esse lixo virar síndico desse condomínio,em 1 ano vira uma favela comandada pela milícia carioca.",False,True,True
"mention Brasileiro xingando nordestino de burro, o twitter: 🤬😡🤬😡🤬. Brasileiro xingando sulista de merda e nazista, o twitter: 😇🫣🙈🙉😍",False,False,True
"mention Tem muito no Sul? Tu nem sabe a merda que ta falando, nenhum sulista sofre preconceito por ser sulista mas todo sulista ja foi chamado de nazista por pessoas do Nordeste ou Sudeste como se fosse piada ja vi várias desejando que o pessoal daqui morressem",True,True,True
mention Tirando aposentadoria salário do povo ele quer mais e que o povo morra de fome ainda uns ricos e uns pobres babaca puxando o saco dele além do mais o ataque contra os nordestinos sugiram de bandido no RIO GRANDE DO SUL 🇿🇦,True,True,True
"mention Conversando merda rapaz, ela não apoiou o bozo, Raquel fez um excelente governo em Caruaru. Pernambuco deu vitória larga para Lula, e Marília só não ganhou por conta das paraquedas do PT aqui no estado. Agora carioca tem que lavar a boca pra poder falar de voto de nordestino...",False,True,True
"mention Bolsonaro nessa última semana passou a amar : os negros os índios os indígenas os nordestinos e respeitar as mulheres, apoiar o lixo da música “breganeja”nossa!! Onde estava esse homem ?? Que a quatro anos esteve no deboche com o povo? 1️⃣3️⃣🇧🇷📕❤️",True,True,False
"mention Caralho , O nojo de um merda como você é muito grande. Ver as merdas que você falou acabou com a minha noite , esse pensamento elitista de merda , esse ódio evidente por pobre. Tenho certeza que quando seu candidato não se reelegeu ficou falando merda sobre o povo nordestino.",True,True,True
"Ano que vem teremos candidatos aos títulos na América do Sul e no Brasil. Palmeiras, Flamengo, Fluminense, Athletico Paranaense, Atlético Mineiro e Inter. Estaduais nem conto porque não vale merda nenhuma.",True,True,True
mention Bom que separa logo e a gente fica longe desses sulistas fdp,True,True,True
"mention sobre miséria ... é obrigação do governo do qual vc votou em 2018 a fazer algo em relação a isso , e seu governo atual nn fez porra nenhuma, o lula fez mais pelo povo nordestino do que esse lixo.",False,True,True
"mention Nesse caso ela é do sudeste, mas nordestino sofre um preconceito ainda maior por parte dos sulistas, já passei férias no RS e em alguns locais fui tratado como lixo quando percebiam meu sotaque",False,False,False
OS MILICIANOS QUEREM QUE O POVO BRASILEIRO MORRA. TARCÍSIO JÁ ESTÁ LEVANDO A MILÍCIA CARIOCA PARA O ESTADO DE SÃO PAULO.,True,True,True
Sulista sempre faz merda n esqueçam,True,True,True
"mention Olha a glr que foi eleita no restante do país?! Para de ser animal. Bando de corruptos fdp, ahhh mais vou falar do nordeste pq ele não vota no lixo do bozo NORDESTE É FODA, NORDESTE NÃO CHUPA AVO DE SULISTA BURRO.",False,True,True
mention Deixe o nordestino votar lixo,False,True,True
"(Com exceção dos meus amigos), seus sulistas fdp, não venham passar nem um fds aqui no meu nordeste viu 😡 #Lula #LulaPresidente #nordeste",True,True,True
"mention primeira e única vez que eu vejo sulistas não fazendo merda, tem que valorizar",True,True,False
mention Porquê não adotam essa merda de horário de verão apenas nas cidades que fazem parte da costa marítima ? Por quê um paulista ou mineiro tem que acordar as 4 da manhã para incentivar turistas a jogar futevolei nas prais do Rio ou da Bahia às 8 da noite ? Putaquepariu !,True,False,False
mention mas sulista é mt merda mesmo pqp parece que come merda essas porra pqp que lambida de bunda de gringo.,True,True,True
mention Nordestino Se libertou das garras do lixo do bolsonaro os maluco são fodas e inteligentes,False,True,True
"polícia já é um lixo, sulista então…puta que pariu.",True,True,True
"mention Oh... Falar q Kami tinha direito de falar merda com deus confiáveis eu concordo... Kami tava na dele ali, tinha nada q expôr. Quase custou carreira dele. Mas pill grossa = nordestino burro, eu discordo mano :V Isso aí é ironia do Kami pq ele é bolsonaro, mas não é a true dele",False,False,False
"mention Vai a merda, O povo nordestino merece água encanada e não carro pipa 🤡",False,True,True
mention a cada 1 no NE tem 10 no sul. qnd for falar daqui fale baixo sulista de merda,True,True,True
mention Não quero ver o povo nordestino no réveillon de SANTA CATARINA hein. Cambada de lixo!,True,True,True
esses sulistas de merda,True,True,True
mention Vcs são mtoooo fdp.. ao extremo! Vcs ultrapassam o extremo! Fechar as bombas do rio São Francisco e levar caminhão pipa?! Cade os nordestinos?! Não é possível,True,True,True
mention Infelizmente esse lixo manchou a imagem do povo mineiro.,True,True,True
"mention Janoninho feliz que nem pinto no lixo...ooops...quer dizer, que nem mineiro na queijaria!!! 👏🏿👏🏼👏🏾👏",True,True,True
mention keee ahauaha mds q merda q ódio de ser sulista,True,True,True
"mention Porra, vsf kkkkk namoral. Uma coisa é xingar nordestino de graça, outra é falar das merdas de sulistas... Os cara no Geraldo ao cuzão sempre, eu mesmo já passei por isso n vezes (em casos comigo ou amigos), sulista é tudo FDP. Para de chorar porra e fala do flamengo",True,True,True
O trap carioca tem que acabar Um DJ tocando um set só com essa merda e eu querendo furar meus ouvidos,True,True,False
mention Votar em lixo não é só prerrogativa de carioca.,False,False,True
mention dois sulista de merda vc e ele 😡,True,True,True
Esses desgraçados impedindo os nordestinos de votarem gente eu não aguento mais,False,True,True
23:59 -> eu n ligo pra campeonato carioca 00:00 -> EU TO SIMPLESMENTE PUTA COM UM EMPATE EM PLENA 8H DA MANHÃ E TODA VEZ QUE EU PENSO NESSA MERDA ME DA VONTADE DE AGREDIR MEIO MUNDO,False,False,True
Não tão querendo prolongar o horário de votação no Nordeste? Depois esses fdp querem falar de liberdade de expressão sendo que nem votar eles deixam. NORDESTINOS VOCÊS PRECISAM VOTAR!,True,True,True
saí no saquinho de lixo 😭 se eu não fosse nordestino tava fazendo propaganda pra burguer king amanhã já,False,False,True
"mention Vc vive de Funcionalismo Público, fala Mau do Bolsonaro e Apoia o LULA vc, não tem Carácter, defende PT, vc e um instrume verme, Zé Roela, vive de Dinhero Público, PT roubou acabou com Brasil 16 Anos vc, e um Merda por isso defende carácter igual, mais um Nordestino idiota",False,False,True
"Sikera essa galera que esta nas frentes dos quartéis é para pegar ingresso para a copa do mundo , assim que a imprensa marrom lixo quer que o nordestino acredite . E o povo nordestino acredita até em papai Noel.",True,True,True
morra sulistas morram,True,True,True
"Não custa NADAAAA levar sua sacolinha, guardar o seu lixo lá e depois colocar nas lixeiras! Se todo mundo fizesse isso…. Mas n da, carioca gosta de ser sem educação",False,False,True
que tortura ficar escutando carioca falando em reunião puta merda,True,True,True
elo lixo europeia nojenta podre sebosa sulista bolsonara,True,True,True
"eu to com um ódio tão grande de tds esses fdp barrando os nordestinos de votarem, espero q tds exp.",True,True,True
mention Segunda sotaque nordestino essas 400 são Obrar kkkkkk. Adoro meu povo realmente são uma merda,True,True,True
"mention pode proporcionar ao carioca. Enquanto isso, o mesmo fica empurrando pão e circo ( samba) na goela do carioca. Faz o L Dudu.",False,False,True
Faz o L nordestinos FDP ! Nunca mais piso meus pés nesse estado !,True,True,True
"mention SÓ TENHO QUE AGRADECER AOS PASSA FOME DOS NORDESTINOS POR MAIS UMA ELEIÇÃO BRILHANTE...LIRA, PUDIM DE PINGA E TANTOS OUTROS...VÃO À PQP, BANDO DE FDP...",True,True,True
mention Mesma coisa lá na casa da Nat e provavelmente na do Lucas. Cidade lixo do caralho.,False,True,True
"mention , por isso aquele ditado , enquanto uns gostam dos olhos outros gostam da remela !",True,True,False
Agr q descobri estou me sentindo um completk lixo,False,True,True
mention Essa fuma bosta de boi e acha que é capim da jamaica. O único trabalho que esse fdp tá fazendo é F. O. D. E. R os brasileiros e principalmente os nordestinos que ele tá fazendo desgraça lá junto com sua quadrilha.,True,True,True
"mention Não é a mesma medida seu merda. ninguém, NINGUÉM, perde emprego por ser sulista, apanha por ser sulista, ninguém é desprezado por ser sulista. Isso acontece no nordeste, não é possível que você seja tão ridículo a ponto de não perceber que o que o Kami falou possui um PESO ENORME",True,True,True
"se deus quiser, antes de morrer, verei santa catarina independente do brasil. não entendo como se há sulistas com pertencimento a essa merda de país que sempre nos puxou pra baixo!! eu não tenho motivos de orgulho por ser brasileiro, tenho por ser catarinense",True,True,False
"Nós Nordestinos vivemos na dificuldade, de diferentes tipos. Ai vem os Senhores e senhoras mimimi surtarem por não ganhar no 1 turno, tudo ofendidinho porque tão sendo motivo de memes e xingados. Nordeste: BEM VINDOS A NOSSA REALIDADE SEUS LINDOS HIPOCRITAS DESGRAÇADOS",True,True,True
"mention Você é que não gosta do povo , menospreza os nordestino, rebaixa as mulheres , ofende os gays , ofende padres e pastores , pra você vale tudo por poder , descondenado , ladrão, criminoso , você nunca mais irá governar o Brasil seu lixo.",False,True,True
"Nordestino sabe muito bem quem você é seu lixo, por isso que aqui você não ganhou e não ganhará em nenhum estado #DebateNaBand",False,True,True
"gente mas vcs sulistas gostam de comer merda, é? pq isso aí é merda",True,True,True
Quem nao gosta do povo nordestino tem o pinto mto pequeno ainda mais quem é xenofobico cm a galera atoa…parece inveja morar em um estado de merda chamado mato grosso do sul totalmente bolsonarista e falar q o nordeste é uma merda pq praticamente 70% da populacao votou no lula,False,False,True
mention isa eu vou te ESFOLAR na porrada sua sulista de merda,True,True,True
Parem de xingar os nordestinos sulistas de merda invés de falar merda pq n vão engasgar na pica do bozo,True,True,True
"mention Kkkkkkk quer dizer que só é machismo pq ela é nordestina? Se fosse sulista tava de boas? Piada né… se ela fez merda que agora segure, seus mimizento",True,True,True
mention Confira,False,False,False
"mention Você é um lixo, cara! Quem tá falando é um Nordestino que tem a mente aberta e nunca acreditou e nem votou em vc e sua facção.",False,True,True
"De um lado, bolsonarista desejando que nordestino morra de fome. Do outro lado, um pessoal de esquerda deseja do que catarinense morra nas enchentes. Pau no cu de ambos.",False,True,True
"mention Seu lixo, o povo nordestino não é burro de cair nessa não! Pelo amor de Deus nordeste",False,True,True
vai tomar no cu essa merda de campeonato carioca lixo,False,True,True
"mention NO LIXO DO CARIOCA, QUALQUER MEDIANO SE DESTACA. ELE É UM LAT MEDIANO COM POTENCIAL PRA SER BOM. APENAS ISSO",True,True,True
essa arbitragem do carioca é uma piada tbm em puta merda,True,True,True
"Toma no meio do seu cu Carlos Alberto, tu não sabe de merda nenhuma, Vasco fez certa de ir pro eua, que se foda o carioca, tem q expor as fraquezas do gp do q iludir no carioca, ganhando o Madureira e audax, só fala merda esse cara",True,True,True
mention Estão malucos. Quero que se foda o carioca...só jogamos essa merda pela vaga da CB,True,True,True
ai gnt o fã da 30 praum ta falando que os nordestinos são um lixo,False,False,True
Campeonato mineiro é uma merda nem deveria existir,True,True,True
"mention A maior parte do brasil nao queria o pt, agora pq no lixo do ne teve uma concentração de 70%, todas as outras regiões são prejudicadas. Democracia : um curral eleitoral foder 20 estados que queriam outro. Isso precisa ser revisto urgente, somos reféns dos nordestinos manipulados",True,True,True
"Se tem uma coisa que me deixa PUTO é ver a galera agradecendo o nordeste,sendo que só lembram dos nordestinos agora. O nordeste é a região mais lascada do pais e ngm nunca fez nada,nem governador nem presidente, ninguém. Agora tão pagando pau para os nordestino,cambada de fdp.",True,True,False
mention O lixo do lul@drão não fez nada além de roubar o povo em 16 anos.. e vocês o apoiam.. Além de deixar o Nordeste todo na pobreza que é a terra dele ainda deixou o povo com sede.. Nordestino povo ingrato,False,True,True
"mention Senta aqui ,ela tá dura facista sulista de merda",True,True,True
"mention Passa pq o carioca é uma merda, mas não dura mt não",True,True,False
"mention Você é torcedor lixo cara , muito burro. A federação carioca marcou os clássicos do flapito todos pra depois da supercopa e mundial pros caras viajarem sem pressão enquanto o Palmeiras ja jogou clássico e enfrentou times muito mais fortes.Você deveria era pressionar contra roubos",False,True,True
"mention Cara o pior mineiro, sujo, vagabundo e lixo político, és tu. Como e que minas elege um canalha igual a ti cara? VTC.",True,True,True
"que lixo de região, odeio ser sulista odeio odeio",True,True,True
"mention A gente n precisa de vcs, vcs q precisam da gente, no dia q o Flamengo tacar o foda-se para o carioca e usar o sub-17 a competição inteira e ngm querer transmitir mais esse lixo, vcs vão implorar para o Flamengo voltar",False,True,True
"mention Esses retardados, tem que limpar o furico com palito de dente, é uma maldição da esquerda o que fazem com o nobre povo nordestino, e ainda bem esse fala fina comemorar carro pipa? Esse randolfe, tem que ser varrido da política esse lixo comunista seboso.",False,True,True
"sempre demonstrei meu ódio aos sulistas junta um no cu do outro e vão pra casa do caralho, é por isso que qnd vem pra cá são feitos de otario, pq vcs merecem, o karma é forte suas desgraças, que o diabo pegue vcs na curva, pega a região de merda de vcs e vai pra puta que pariu",True,True,True
mention Bambu vai jogar o Carioca e a diretoria vai ver o quão lixo ele é,False,True,True
meu deus que sotaque lixo sulista é esses que eles fizeram nessa série sulista n fala assim pelo menos eu nunca conheci um assim,True,True,True
"que transmissão lixo essa da record no jogo do Palmeiras… bola, carioca e silvio luiz narrando não da!!!!!!!",False,True,True
"mention A militância do uol é doentia. Políticos que massacraram o povo nordestino sendo nomeados para cargos no governo do ex-presidiário🤦🏾.A quadrilha está formada e com aplausos de uma maioria alienada e o apoio da velha imprensa militante. uol não é lixo, é um esgoto a céu aberto.",False,True,True
"mention Esquerdista acha que ser preto, nordestino, gay e o escambau é carta branca pra ser corrupto , incompetente e fazer merda. Vai kgar",True,True,True
"Milhares de pessoas estão inconformadas com a vitória do PINGUÇO LADRÃO de 9 dedos, porém 51% do POVO nordestino deu a vitória para esse LIXO. Portanto cada povo tem o governo que merece.",True,True,True
"Que o Nordeste salve esse restante lixo do país, pra quem sabe a gente ter direito a algo ainda. Ou a burrice forçada vai imperar de vez. Está nas mãos do povo nordestino salvar o restante desse país que nem sei se merece.",True,True,True
"mention Esse é o exemplo de sucesso do Ceará...por isso estão na merda desde sempre. Quem trouxe água para matar a sede, esse está errado. O certo é usar o nordestino como idiotas úteis...massa de manobra...votantes em corruptos.",False,False,True
RESUMINDO.. TRATOU O MUNDIAL COMO SE FOSSE O CAMPEONATO CARIOCA. NÃO FEZ UM PLANEJAMENTO SÉRIO! JÁ ERROU EM CONTRATAR O MARINHO E O CEBOLINHA. VENDEU JOÃO GOMES ANTES DO MUNDIAL. PROMETEU REFORÇOS E NÃO CUMPRIU ( VIROU POLÍTICO DENTRO DO FLAMENGO) ISSO TEM TUDO PARA DAR MERDA,True,True,False
"A fferj é muito sem noção mané, um sol pra cada um no RJ e botam jogo do carioca 15h30 da tarde em moça bonita Parece que gostam de ver um futebol merda sendo praticado",True,False,False
"mention Se não está falando do nordeste estão falando do que seu merda ? Me diga o assunto é xenofobia entre os estados, principalmente com o nordestino",False,True,True
mention E agora eu tô me sentindo um lixo porque carioca não tem nada a oferecer. =(,False,True,True
O ruim de jogar o mineiro é ter que aturar essas merda aí,False,True,True
"mention não entendo vocês, levam os mlk pra jogar o lixo do carioca q tem menos relevância pra copinha, p jogar 1 jogo e nn disputar mais nada dps. detonando a base e tirando o sonho dos mlk de levantar a copinha",False,True,True
"mention parabéns para você Duda, n sabes o que tá falando pelo jeito, só peço respeito, de uma nordestina pra uma sulista pedindo só RESPEITO, se é pra nordestino morrer sem água, tomara q você morra afogada com seu próprio veneno.",False,True,True
mention Eu nem gosto do bolsonaro mas... negligencia da direita???? A esmagadora maioria dos prefeitos e governadores dos estados nordestinos é e sempre foi de esquerda. Tu nao deve ser nem nordestino pra ter dito uma merda dessas,False,True,True
"mention E por fim fica nas mãos até do STF que caga e anda para as leis, sistema acusatório e que mais seja. O mesmo STF do inquérito de juíz-vítima-titular da ação. Que cerceia liberdade de expressão com abusos flagrantes (sob eufemismos de heterodoxia jurídica), estado vigilante, lixo",False,False,False
"BOLSOMITO 22!!!! VAMOS AUMENTAR OS PROTESTOS NAS RUAS! VAI 22! VAI 22! LULA LIXOOOO!!!! FAZ O L DE LULA LIXO!!!! ODEIO ESSE PARTIDO POLÍTICO COMUNISTA QUE APOIA CUBA E VENEZUELA!!!! VAI 22!!! VAI 22!!!! VAMOS TODO MUNDO FECHAR AS RUAS E ATACAR QUALQUER NORDESTINO QUE CHEGUE AQUI,",True,True,True
Esse merda desse Varela não termina o Carioca de titular.,True,True,True
"mention quando nordestino revirar lixo e matar cachorro pra comer, espero que você faça algo por eles 👍",False,False,True
mention Campeonato carioca tá fazendo hora extra. Já era p ter acabado/diminuído há muito tempo. Não dá p ocupar 3/4 meses do ano com esse lixo de competição.,False,True,True
"mention Globo lixo tá de sacanagem com o Flamengo pohhaaaa! Jogo no Rio e eles colocam um mineiro torcedor do Patético mimimineiro pra narrar... Fala sério, né 😠👎🏻👎🏻",True,True,True
mention homem sulista eu acho mt feio mas mulheres tem umas q sao lindas só que fica pouco tbm pq algumas abrem a boca e só falam merda,True,True,True
"mention putaquepariu, que merda! latino não tem um segundo de paz mesmo",False,False,False
"mention Sou nordestino e n me ofendi com isso, é chato... Não!, ele n falou isso em público, oh vai dizer q ninguém aqui fala merda com os amigos ou próximos, sem câmeras, sem filtro Tem ate meme amigos de juntam sem falar nada q ofenda ninguém",False,False,False
mention Romário um carioca safado vagabundo … Esse tipo de lixo que o povo elege pra ser parlamentar que acabam com o Brasil…,False,False,True
"mention como eu vou ser xenofóbico com a merda DO LUGAR ONDE EU MORO, na moral cara eu sou sulista, nasci no sul, cresci no sul e moro no sul. a diferença é que eu não sou um merda q ignora os problema do meu estado/região, enquanto xingo os outros por onde nasceram",False,False,True
eu não aguento mais ver como o povo nordestino é tratado como um lixo nesse país tudo isso pelo simples fato de não queremos um genocida no poder por mais 4 anos,False,False,True
mention O nordeste agradece o pessoal do sul traz muito lixo e paga muito mal paga migalhas. O povo nordestino não quer mais migalhas do Sul .,False,True,True
"Um conselhos pros amigos do sul/sudeste: se um nordestino fala uma palavra qualquer e o sotaque te chama a atenção positivamente, não peça pra ele repetir a palavra, não. Sei que muita gente acha que tá demonstrando carinho ao fazer isso, mas isso é uma merda.",False,False,True
"a regra é clara: falou mal de nordestino, chamou nordestino de burro, pediu perdão em nome de todos os nordestinos, desejou que nordestino passe fome e morra? é unfollow na hora não tem conversa não tem xurumelas não tem negócio de manter amizade",False,False,False
"mention Não cara, o único merda que saiu daqui foi o Getúlio, e nem os sulistas da época concordavam com ele Nem eu concordo com as merdas que ele fez Antes dele era só SP e Minas",True,True,True
mention SIM!!! Eu trocava d zap e perdia as FT Aí vem essa merda E salva tudo No maior fdskk E me fez lembrar Pq eu odiava carioca,True,True,True
"mention KKKKKKKKK ala mais um fudido que acha ser rico defendendo burguês Se eu fosse desempregado tinha tempo de ficar lendo fake news no zap e fazendo merda na frente do quartel, mas isso eu deixo pra gente da sua laia",True,True,True
mention O Cara é um PNC usa a filha como escudo. Ta puto com Xandão chama ele para porrada. Mora no USA e se diz preocupado com o Brasil? Vai TNC o mineiro de merda. Bolsonaro vai largar o governo e pegar uns 80 mil reais por mês somando aposentadorias e salários do partido.,True,True,True
"mention Os nordestinos que votaram nesse lixo que pague com suas consequência,faz o L de Lularapio.",True,True,True
"mention Não, fi, você tem razão. Sou cearense e afirmo que nordestino que vota no Maçonaro dá a si proprio o valor de lixo",True,True,True
mention Porra campeonato carioca e um lixo mas vamo honrar camisa porra começa o ano perdendo esse americano tbm não entende nd de futebol bota um time po menos pra ganha r do adax se lha nome aí qebra moral do time cambada de encopetente só torrando dinheiro,False,False,True
"mention Sou da Bahia, to no rio des da decada de 80, retirante da seca. Nunca votei no PT e no lixo do Lula por entender que sempre foi um me tiros safado. Sou nordestino, sou bolsonaro.",False,False,True
"mention Esse lixo encenou essa tal revisão apenas p/falar q Bolsonaro mandou desligar dps ligam de volta e falam q o mentiroso L4DRÃO mandou ligar.Sempre quis os méritos pq sabe q o coração do nordestino e as obras do RSF,sabe q está queimado pq nunca terminou . A Manutenção é 0👎",False,True,True
mention Esse velho lixo de voltar . deixa aqueles nordestino comer bostas.,True,True,True
mds como sulista consegue ser um lixo em tudo né,True,True,True
"mention xenofobia aonde amigo? tu baba país colonizador vindo de uma região que devia ter no mínimo senso cultural, se tu fosse um sulista de merda ainda era mais justificável tu falar bosta assim, mas tu fala bosta vindo do nordeste KKKKKKKKKKKKKKKK",True,True,True
mention Arbitragem mais omissa que o Ganso. Carioca é estresse na certa. Que lixo foi o jogo de hoje!,False,True,True
"mention Nordestino é brasileiro também, portanto não existe xenofobia nenhuma aí. A grande maioria dos nordestinos é também mais ignorante (menos instruída), e ajudaram MUITO a colocar o Brasil de volta na merda. Quando der ruim, que já deu, pede ajuda pro pai dos pobres... Tapada.",False,True,True
mention é exemplo de homem simples e trabalhador que venceu na vida contra todas as perspectivas.,False,False,False
e todas as propagandas dele destinadas pro nordeste aliás foram um lixo completo ofensivo e basicamente o pai da minha mulher é cearense eu gosto de nordestino sim,False,True,True
